ingredient_id,ingredient_name,base_category,function_jp,function_en,function_cn,product_count,popularity_score,recommendation_score,raw_material_examples,products
ING-0331,乳酸菌WB2000,乳酸菌・プロバイオティクス,疲労感|目の健康,Anti-Fatigue|Eye Health,抗疲劳|眼部健康,2,30,27,乳酸菌末(乳成分を含む)、trans-レスベラトロール、クチナシ,わかもとアイ　クリア|オプティエイドＦＣ　ＦＯＣＵＳ（エフシー　フォーカス）
ING-0308,N-アセチルマンノサミン,N-アセチルマンノサミン,認知機能|集中力|疲労感,Cognitive Function|Concentration|Anti-Fatigue,认知功能|专注力|抗疲劳,2,19,23,N-アセチルマンノサミン,ＮアセチルマンノサミンタブレットＬ|ＮアセチルマンノサミンタブレットＭ
ING-0362,クエン酸塩混合物,クエン酸塩混合物,睡眠|リラックス,Sleep Quality|Stress Relief,睡眠质量|放松减压,2,19,23,無水クエン酸、クエン酸三ナトリウム、クエン酸三カリウム,シトレートケミファ２２１　おやすみパンチ|シトレートケミファ２２１　しあわせパンチ
ING-0307,豚プラセンタ由来ペプチド (グリシン-ロイシン、ロイシン-グリシン),プラセンタ,疲労感|肌の健康,Anti-Fatigue|Skin Health,抗疲劳|皮肤健康,2,19,23,プラセンタエキス末(豚を含む),プラセンタ　ワン|活気プラセンタ
ING-0371,ノビレチン,ノビレチン,認知機能|目の健康|アレルギー,Cognitive Function|Eye Health|Allergy Relief,认知功能|眼部健康|抗过敏,2,19,23,"シークヮーサー果皮抽出物 / ノビレチン：ポンカン抽出物
β-ラクトグロブリン：乳製品、乳清たんぱく",エリナ　ノビレチンプラス|Ｎプラスドリンクヨーグルト
ING-0313,ヘスペレチン-7-グルコシド,ヘスペレチン-7-グルコシド,血管の健康|疲労感,Vascular Health|Anti-Fatigue,血管健康|抗疲劳,2,19,23,柑橘抽出物加工品,サンアクティブＨＣＤ（エイチシーディー）いきいきサポートｐ|サンアクティブＨＣＤ（エイチシーディー）血管しなやかｐ
ING-0312,カカオポリフェノール,ブドウ由来成分,血圧|腸内環境|血流,Blood Pressure|Gut Health|Blood Circulation,血压|肠道健康|血液循环,2,19,23,ココアパウダー / ココアパウダー、カカオマス,カカオの力|カカオの力　ピーナッツチョコレート
ING-0358,みかん混合発酵茶葉由来ヘスペリジン,みかん混合発酵茶葉ヘスペリジン,睡眠|疲労感|肌の健康|血流|血圧,Sleep Quality|Anti-Fatigue|Skin Health|Blood Circulation|Blood Pressure,睡眠质量|抗疲劳|皮肤健康|血液循环|血压,2,19,23,みかん混合発酵茶末 / みかん混合発酵茶末（茶葉、青みかん）,青みかん入り　まるごと発酵茶|発酵みかん茶
ING-0546,プラズマ乳酸菌 カルシウム ビス-3-ヒドロキシ-3-メチルブチレートモノハイドレート,乳酸菌・プロバイオティクス,骨の健康|免疫|筋肉,Bone Health|Immunity|Muscle Health,骨骼健康|免疫力|肌肉健康,1,19,17,"カルシウム ビス－３－ヒドロキシ－３－メチルブチレートモノハイドレート（HMBカルシウム）
乳酸菌殺菌乾燥粉末",キリン　ｉＭＵＳＥ（イミューズ）　免疫ケア・筋力サポート
ING-0499,タマリンド由来プロアントシアニジン 大豆イソフラボン ブラックジンジャー由来ポリメトキシフラボン,大豆イソフラボン,体脂肪|骨の健康|関節|筋肉,Body Fat|Bone Health|Joint Health|Muscle Health,体脂肪|骨骼健康|关节健康|肌肉健康,1,19,17,"クルクミン、タマリンド由来プロアントシアニジン：混合ハーブエキス末 ( タマリンド種子抽出物、 ウコン抽出物）
大豆イソフラボン：大豆エキス
ブラックジンジャー由来ポリメトキシフラボン：ブラックジンジャー抽出物",金の穂ロコモトリプル　プラス１
ING-0435,乳酸菌TWK10,乳酸菌・プロバイオティクス,筋肉,Muscle Health,肌肉健康,1,19,17,殺菌乳酸菌,ＴＷＫ　ＢＯＯＳＴ（ティーダブリューケー　ブースト）
ING-0625,カシスアントシアニン,ブルーベリー,リラックス|目の健康|血流,Stress Relief|Eye Health|Blood Circulation,放松减压|眼部健康|血液循环,1,19,17,カシス抽出物、マリーゴールド色素,ヘルスエイド　カシスアイ
ING-0519,菊芋由来イヌリン,菊芋イヌリン,血糖値,Blood Sugar,血糖调节,1,19,17,有機菊芋 (長崎県産),焙煎菊芋茶
ING-0406,清酒酵母GSP6,清酒酵母GSP6,睡眠,Sleep Quality,睡眠质量,1,19,17,乾燥酵母(清酒酵母),ぐっすりマメ子
ING-0442,チャカサポニン サラシア由来サラシノール,チャカサポニン サラシアサラシ,血糖値|中性脂肪|体脂肪,Blood Sugar|Triglycerides|Body Fat,血糖调节|甘油三酯|体脂肪,1,19,17,"【チャカサポニン】
茶花エキス末
【サラシア由来サラシノール】
サラシアエキス末",健康に気をつけたい人のシボリトール
ING-0470,L. bulgaricus OLL1247株およびS. thermophilus 3078株 コラーゲンペプチド スフィンゴミエリン,コラーゲン,肌の健康,Skin Health,皮肤健康,1,19,17,"SC-2乳酸菌スターター：（機能性関与成分：L. bulgaricus OLL1247株およびS. thermophilus 3078株（SC-2乳酸菌））
この原材料は、発酵に用いるSC-2乳酸菌の種菌（原株）である。なお、発酵乳乳酸菌飲料公正取引協議会が発行している“発酵乳・乳酸菌飲料の表示に関する公正競争規約とその解説（2022年11月改訂）”において「スターターに使用した乳酸菌、酵母等は、",明治Ｗ（ダブル）のスキンケアヨーグルト１１２ｇ
ING-0467,マテ葉由来クロロゲン酸類,コーヒー由来成分,体脂肪,Body Fat,体脂肪,1,19,17,マテ葉抽出物,健康経営サプリ　マテ
ING-0659,イチョウ葉テルペンラクトンおよびビルベリー由来アントシアニン,イチョウ葉,認知機能|疲労感|目の健康,Cognitive Function|Anti-Fatigue|Eye Health,认知功能|抗疲劳|眼部健康,1,19,17,イチョウ葉エキス末、ビルベリーエキス末,フラボンベリーα（アルファ）
ING-0622,イチョウ葉フラボノイド配糖体 イチョウ葉テルペンラクトン,イチョウ葉,認知機能|血流,Cognitive Function|Blood Circulation,认知功能|血液循环,1,19,17,イチョウ葉エキス末,きおく元気
ING-0412,MBP (乳塩基性タンパク質),MBP (乳塩基性タンパク質),骨の健康,Bone Health,骨骼健康,1,19,17,乳たんぱく質,毎日骨ケア　ＭＢＰ（エムビーピー）　顆粒　ブルーベリー風味
ING-0596,Saccharomyces cerevisiae NK-1,Saccharomyces c,腸内環境,Gut Health,肠道健康,1,19,17,乾燥酵母(国内製造),「すっきり快腸宣言」生きてる酵母３６５
ING-0602,5‐ジグルコシド,5‐ジグルコシド,疲労感|目の健康|肌の健康,Anti-Fatigue|Eye Health|Skin Health,抗疲劳|眼部健康|皮肤健康,1,19,17,マキベリー抽出物,健視計画
ING-0638,乳酸菌S-PT84,乳酸菌・プロバイオティクス,腸内環境,Gut Health,肠道健康,1,19,17,"機能性関与成分乳酸菌S-PT84：乳酸菌
機能性関与成分ビフィズス菌BB536：ビフィズス菌",ラクフィット
ING-0503,・3-(4-ヒドロキシ-3-メトキシフェニル)プロピオン酸 ・植物性乳酸菌K-1,乳酸菌・プロバイオティクス,体脂肪,Body Fat,体脂肪,1,19,17,米ぬか発酵物、植物性乳酸菌末,Ｗｅｌｌ　Ｂｅ　Ｔａｂ（ウェルビータブ）パインヨーグルト風味
ING-0609,グロビン由来バリン-バリン- チロシン-プロリン,グロビンバリン-バリン- チロ,血糖値|中性脂肪,Blood Sugar|Triglycerides,血糖调节|甘油三酯,1,19,17,グロビンペプチド（国内製造）、サラシアエキス末,サキナ　グロビンペプチド
ING-0487,大豆β-コングリシニン,大豆イソフラボン,体脂肪|骨の健康,Body Fat|Bone Health,体脂肪|骨骼健康,1,19,17,脱脂大豆,まめたん
ING-0656,ラムノーザス菌L8020株(ラクトバチルス ラムノーザスKO3株),ラムノーザス菌L8020株(ラ,口腔ケア,Oral Health,口腔健康,1,19,17,"ラムノーザス菌Ｌ８０２０株（ラクトバチルス　ラムノーザスＫＯ３株）スターター

※この原材料は、発酵に使用するラムノーザス菌Ｌ８０２０株（ラクトバチルス　ラムノーザスＫＯ３株）の種菌（スターター）であり、この種菌を使用して発酵させることで、最終製品中に機能性関与成分であるラムノーザス菌Ｌ８０２０株（ラクトバチルス　ラムノーザスＫＯ３株）が摂取目安量当たり110億個含まれるように製品設計されています",８０２０（はちまるにいまる）ヨーグルト
ING-0624,イソマルトデキストリン GABA,GABA,血糖値|血圧|中性脂肪,Blood Sugar|Blood Pressure|Triglycerides,血糖调节|血压|甘油三酯,1,19,17,"イソマルトデキストリン(食物繊維)
GABA",機能性表示食品　賢人の緑茶
ING-0573,マンゴスチン由来ロダンテノンB,マンゴスチンロダンテノンB,リラックス|肌の健康,Stress Relief|Skin Health,放松减压|皮肤健康,1,19,17,マンゴスチン果皮エキス,ハーリス　ロダンＢＢ（ビービー）
ING-0414,甘草由来グリアスペリンB,甘草グリアスペリンB,体脂肪,Body Fat,体脂肪,1,19,17,甘草エキス末,甘草エキスカプセル
ING-0444,ブドウ発酵物由来グルコシルセラミド,セラミド,肌の健康,Skin Health,皮肤健康,1,19,17,ブドウ発酵物エキス,セラミノール
ING-0493,レジスタントスターチ,レジスタントスターチ,血糖値,Blood Sugar,血糖调节,1,19,17,,まんぷくすらり精米
ING-0465,メチルサルフォニルメタン,メチルサルフォニルメタン,関節,Joint Health,关节健康,1,19,17,メチルサルフォニルメタン,ロコモスティン
ING-0567,カカオリグニン,カカオリグニン,腸内環境|血流,Gut Health|Blood Circulation,肠道健康|血液循环,1,19,17,ココアパウダー,カカオの力
ING-0421,メロン由来SOD (スーパーオキシドジスムターゼ),メロンSOD (スーパーオキシ,リラックス|疲労感|肌の健康,Stress Relief|Anti-Fatigue|Skin Health,放松减压|抗疲劳|皮肤健康,1,19,17,メロン果汁濃縮エキス（パーム油、メロン果汁濃縮物）,ブリリアントメロン
ING-0665,宮古ビデンス・ピローサ由来カフェ―酸,宮古ビデンス・ピローサカフェ―,目の健康,Eye Health,眼部健康,1,19,17,宮古ビデンス・ピローサエキス,宮古ＢＰ（ビーピー）ドリンク
ING-0589,生姜由来ポリフェノール(6-ジンゲロール、6-ショウガオール),ブドウ由来成分,血流,Blood Circulation,血液循环,1,19,17,生姜粉末,梅しょうが
ING-0565,クレモリス菌FC株 ビフィズス菌BB536,乳酸菌・プロバイオティクス,腸内環境,Gut Health,肠道健康,1,19,17,"乳酸菌末（還元水あめ、乳酸菌原末、デキストリン）
ビフィズス菌末（でんぷん、ビフィズス菌原末）",フジッコ善玉菌のチカラＥＸ（イーエックス）
ING-0449,・エラグ酸 ・GABA,GABA,血圧|体脂肪|睡眠|リラックス|疲労感|目の健康|筋肉,Blood Pressure|Body Fat|Sleep Quality|Stress Relief|Anti-Fatigue|Eye Health|Muscle Health,血压|体脂肪|睡眠质量|放松减压|抗疲劳|眼部健康|肌肉健康,1,19,17,"・ザクロエキスパウダー
・GABA",爽身（そうみ）青汁粒
ING-0610,ロズマリン酸,ロズマリン酸,目の健康|アレルギー,Eye Health|Allergy Relief,眼部健康|抗过敏,1,19,17,,エゴマの葉
ING-0575,赤ブドウ葉由来ポリフェノール,ブドウ由来成分,血流,Blood Circulation,血液循环,1,19,17,赤ブドウ葉抽出物,むくみケア
ING-0507,ユーグレナグラシリスEOD-1 株由来パラミロン,ユーグレナグラシリスEOD-1,疲労感,Anti-Fatigue,抗疲劳,1,19,17,ユーグレナグラシリス末,白鶴酒造の酒粕ユーグレナ
ING-0429,レモンマートル由来カスアリニン,レモンマートルカスアリニン,筋肉,Muscle Health,肌肉健康,1,19,17,レモンマートル抽出末,すすむチカラ　筋肉ケアサプリ
ING-0506,エラグ酸 ガレート型カテキン,緑茶カテキン,中性脂肪|体脂肪,Triglycerides|Body Fat,甘油三酯|体脂肪,1,19,17,"アフリカマンゴノキエキス末
チャエキス末",ナッチャンナツキ　ピンク
ING-0553,杜仲葉由来ゲニポシド酸,杜仲葉ゲニポシド酸,血圧|血管の健康,Blood Pressure|Vascular Health,血压|血管健康,1,19,17,杜仲葉,血管杜仲茶
ING-0399,蒟蒻由来グルコシルセラミド,セラミド,肌の健康,Skin Health,皮肤健康,1,19,17,こんにゃく芋粉抽出物,＠ｃｏｓｍｅ＋　Ｔｈｅ　Ｂａｓｉｃ　Ｓｕｐｐｌｅｍｅｎｔ　ＣＬＥＡＲ（アットコスメプラス　ザ　ベーシック　サプリメント　クリア）　シャインマスカット味
ING-0571,GABA カツオ由来エラスチンペプチド,GABA,血圧|血管の健康,Blood Pressure|Vascular Health,血压|血管健康,1,19,17,"血管分解物（エラスチン）
GABA",血圧＆血管ケア
ING-0508,N -アセチルグルコサミン,グルコサミン,関節|肌の健康,Joint Health|Skin Health,关节健康|皮肤健康,1,19,17,N-アセチルグルコサミン,ＣＡＦＥ　ＳＵＰＰＬＩ（カフェサプリ）グルコサミン
ING-0481,ローズピップ由来ティリロサイド,ローズピップティリロサイド,中性脂肪|体脂肪,Triglycerides|Body Fat,甘油三酯|体脂肪,1,19,17,"・機能性関与成分：難消化性デキストリン／原材料名：難消化性デキストリン（アメリカ製造）
・機能性関与成分：ローズピップ由来ティリロサイド／原材料名：ローズヒップエキス末",Ｌａｎａｃｌａｉｒ　ｇｅｌｅｅ　（ラナクレールジュレ）
ING-0549,3-(4-ヒドロキシ-3-メトキシフェニル)プロピオン酸 GABA,GABA,体脂肪|睡眠|リラックス|疲労感|目の健康|肌の健康,Body Fat|Sleep Quality|Stress Relief|Anti-Fatigue|Eye Health|Skin Health,体脂肪|睡眠质量|放松减压|抗疲劳|眼部健康|皮肤健康,1,19,17,"米ぬか発酵物(デキストリン、米ぬか発酵物)
大麦乳酸発酵液ギャバ",ＶＩ－ＤＡ　Ｓｉｖｏｒｕｎｅ（ヴィーダ　シボルネ）
ING-0673,0.19小麦アルブミン,0.19小麦アルブミン,血糖値,Blood Sugar,血糖调节,1,19,17,小麦アルブミン,グルコデザインカプセル
ING-0661,鶏冠由来ヒアルロン酸Na,ヒアルロン酸,睡眠|関節,Sleep Quality|Joint Health,睡眠质量|关节健康,1,19,17,ヒアルロン酸含有鶏冠抽出物,皇潤　Ｐｒｅｍｉｕｍ（プレミアム）
ING-0591,L-アラビノース,L-アラビノース,血糖値,Blood Sugar,血糖调节,1,19,17,L-アラビノース,新美糖
ING-0594,5-dihydroxy-4-methoxybenzyl alcohol,5-dihydroxy-4-m,睡眠|リラックス|疲労感,Sleep Quality|Stress Relief|Anti-Fatigue,睡眠质量|放松减压|抗疲劳,1,19,17,牡蠣肉抽出上清,ワタナベオイスターＤＨМＢＡ（ディーバ）ゼリーＳ
ING-0512,ニンジンサポニン(ジンセノサイドRg1、Rb1),高麗人参,コレステロール|抗酸化,Cholesterol|Antioxidant,胆固醇|抗氧化,1,19,17,有機田七人参末,白井田七。善
ING-0533,シソ葉由来ロスマリン酸およびシソ葉由来フラボノイド類,ローズマリー由来成分,アレルギー,Allergy Relief,抗过敏,1,19,17,シソエキス粉末,ユースキン　シソラ　しそ飴
ING-0621,ビルベリー由来アントシアニン ルテイン・ゼアキサンチン,ルテイン,リラックス|疲労感|目の健康,Stress Relief|Anti-Fatigue|Eye Health,放松减压|抗疲劳|眼部健康,1,19,17,ビルベリーエキス末、マリーゴールド色素,ワンダー　ブルーベリー＆ルテイン
ING-0426,ホトリエノール,ホトリエノール,睡眠|目の健康,Sleep Quality|Eye Health,睡眠质量|眼部健康,1,19,17,香料,日東紅茶カモミールブレンド＋Ｓ（プラスエス）
ING-0504,カツオ由来エラスチンペプチド ブラックジンジャー由来ポリメトキシフラボン GABA,GABA,血圧|体脂肪|血管の健康,Blood Pressure|Body Fat|Vascular Health,血压|体脂肪|血管健康,1,19,17,カツオ由来エラスチンペプチド、ブラックジンジャー抽出物、ギャバ含有乳酸菌発酵エキス,若身血管‐ＥＸ（イーエックス）
ING-0531,プラズマ乳酸菌 コーヒー豆由来クロロゲン酸類,乳酸菌・プロバイオティクス,体脂肪|免疫,Body Fat|Immunity,体脂肪|免疫力,1,19,17,"コーヒー生豆抽出物
乳酸菌殺菌乾燥粉末",キリン　ｉＭＵＳＥ（イミューズ）　免疫ケア・ヘルシア内臓脂肪ダウン
ING-0514,納豆菌由来ナットウキナーゼ EPA・DHA,魚油（DHA・EPA）,血圧|中性脂肪|認知機能|集中力|血流,Blood Pressure|Triglycerides|Cognitive Function|Concentration|Blood Circulation,血压|甘油三酯|认知功能|专注力|血液循环,1,19,17,"納豆菌培養エキス末
EPA・DHA含有精製魚油",チロウ
ING-0409,イクラオイル由来DHA-PC,魚油（DHA・EPA）,認知機能|集中力,Cognitive Function|Concentration,认知功能|专注力,1,19,17,リン脂質含有イクラオイル(韓国製造),サエフル（ＳＡＥＦＵＬＬ）
ING-0408,「L-92乳酸菌」,乳酸菌・プロバイオティクス,リラックス|疲労感|免疫|アレルギー,Stress Relief|Anti-Fatigue|Immunity|Allergy Relief,放松减压|抗疲劳|免疫力|抗过敏,1,19,17,GABA含有乳酸菌発酵エキス末、殺菌乳酸菌粉末,「免疫ピース＋（プラス）」
ING-0592,機能性関与成分名 乳酸菌NY1301株,乳酸菌・プロバイオティクス,腸内環境,Gut Health,肠道健康,1,19,17,乳製品,十勝のむヨーグルト　マンゴー
ING-0600,ピニトール,ピニトール,血糖値,Blood Sugar,血糖调节,1,19,17,ピニトール,グラシトールプレミアム
ING-0652,γ‐アミノ酪酸,γ‐アミノ酪酸,リラックス,Stress Relief,放松减压,1,19,17,ギャバパウダー,メンタルバランスチョコレートＧＡＢＡ（ギャバ）＜ミルク＞ちょい食べパック
ING-0606,還元難消化性デキストリン,食物繊維,血糖値,Blood Sugar,血糖调节,1,19,17,還元難消化性デキストリン（食物繊維）,ロカゴ
ING-0403,コクム由来ガルシノール,コクムガルシノール,体脂肪,Body Fat,体脂肪,1,19,17,コクム抽出物,伍減豊緑茶
ING-0643,赤シソ由来ロスマリン酸,ローズマリー由来成分,目の健康,Eye Health,眼部健康,1,19,17,赤シソエキス,ピュアペリラ
ING-0664,ビフィズス菌(ロンガム種JBL01) 同菌(ビフィズス菌(ロンガム種JBL01))の別呼称として ビフィズス菌 又は ビフィズス菌(ビフィドバクテリウム ロンガムJBL01) 又は ビフィズス菌 又は Bifidobacterium longum JBL01 又は B.longum JBL01,乳酸菌・プロバイオティクス,腸内環境,Gut Health,肠道健康,1,19,17,ビフィズス菌末,ビフィパック
ING-0641,サケ軟骨由来プロテオグリカン,プロテオグリカン,骨の健康|関節,Bone Health|Joint Health,骨骼健康|关节健康,1,19,17,"機能性関与成分サケ軟骨由来プロテオグリカン：サケ軟骨抽出物
機能性関与成分サケ軟骨由来II型コラーゲン：サケ軟骨抽出物",国産プロテオグリカン
ING-0526,大豆ベータコングリシニン,大豆イソフラボン,中性脂肪|体脂肪,Triglycerides|Body Fat,甘油三酯|体脂肪,1,19,17,大豆（アメリカ）,新あさひ豆腐８個ポリ
ING-0595,クリルオイル由来DHA・EPA,魚油（DHA・EPA）,骨の健康|関節,Bone Health|Joint Health,骨骼健康|关节健康,1,19,17,"・サケ鼻軟骨抽出物
・クリルオイル（オキアミ抽出物）",歩こうか
ING-0534,ラムナン硫酸,ラムナン硫酸,腸内環境,Gut Health,肠道健康,1,19,17,ヒトエグサ抽出物,ラムナンＥＸⅡ（イーエックスツー）
ING-0523,乳酸菌L-137,乳酸菌・プロバイオティクス,肌の健康,Skin Health,皮肤健康,1,19,17,加熱乳酸菌,うるおい習慣
ING-0618,ローヤルゼリー由来ペプチド,ローヤルゼリーペプチド,肌の健康,Skin Health,皮肤健康,1,19,17,ローヤルゼリーペプチド,ローヤルゼリー　３０００
ING-0593,牡蠣肉抽出上清由来3,牡蠣肉抽出上清3,睡眠|リラックス|疲労感,Sleep Quality|Stress Relief|Anti-Fatigue,睡眠质量|放松减压|抗疲劳,1,19,17,牡蠣肉抽出上清,ワタナベオイスターＤＨМＢＡ（ディーバ）ゼリーＳ
ING-0672,L-セリン,L-セリン,睡眠|リラックス,Sleep Quality|Stress Relief,睡眠质量|放松减压,1,19,17,L-セリン,快眠サポート
ING-0631,ラフマ由来ヒペロシド ラフマ由来イソクエルシトリン,ラフマヒペロシド ラフマイソク,睡眠,Sleep Quality,睡眠质量,1,19,17,ラフマ葉抽出物,シンデレラスリープボタニカル
ING-0651,DHA(ドコサヘキサエン酸)・EPA(エイコサペンタエン酸),魚油（DHA・EPA）,中性脂肪,Triglycerides,甘油三酯,1,19,17,DHA・EPA含有精製まぐろ魚油,まぐろのチカラ粒
ING-0623,トリペプチドMKP(メチオニン-リジン-プロリン)・γ-アミノ酪酸,トリペプチドMKP(メチオニン,血圧,Blood Pressure,血压,1,19,17,乳たんぱくペプチド、γ-アミノ酪酸（GABA）,血圧サポートａ
ING-0484,チャカサポニン・GABA,GABA,中性脂肪|体脂肪|筋肉,Triglycerides|Body Fat|Muscle Health,甘油三酯|体脂肪|肌肉健康,1,19,17,"チャカサポニン：茶花エキス末
GABA：ギャバ",茶花青汁スッキリッチ
ING-0644,ドナリエラバーダウィル由来ベータカロテン,ドナリエラバーダウィルベータカ,目の健康,Eye Health,眼部健康,1,19,17,ドナリエラバーダウィル粉末,藻類ドナリエラベータカロチンカプセル
ING-0475,4'-デメチルタンゲレチン,4'-デメチルタンゲレチン,認知機能|集中力,Cognitive Function|Concentration,认知功能|专注力,1,19,17,麹菌みかん果皮発酵物,みかん麹の認知サプリ
ING-0509,Enterococcus faecalis KH2株(ナノ型乳酸菌nEF),乳酸菌・プロバイオティクス,腸内環境|睡眠|リラックス|目の健康,Gut Health|Sleep Quality|Stress Relief|Eye Health,肠道健康|睡眠质量|放松减压|眼部健康,1,19,17,乳酸菌（殺菌）、米エキス粉末,サポケア　ナノ乳酸菌プラス
ING-0629,さけ鼻軟骨由来プロテオグリカン,プロテオグリカン,骨の健康|関節,Bone Health|Joint Health,骨骼健康|关节健康,1,19,17,さけ鼻軟骨抽出物,えがお　関節サポート
ING-0570,ビフィズス菌N61株,乳酸菌・プロバイオティクス,認知機能|集中力|目の健康,Cognitive Function|Concentration|Eye Health,认知功能|专注力|眼部健康,1,19,17,ビフィズス菌粉末,ビフィズス菌Ｎ６１タブレット
ING-0628,さけ鼻軟骨由来非変性II型コラーゲン,コラーゲン,骨の健康|関節,Bone Health|Joint Health,骨骼健康|关节健康,1,19,17,さけ鼻軟骨抽出物,えがお　関節サポート
ING-0626,イソマルトデキストリン,イソマルトデキストリン,血糖値,Blood Sugar,血糖调节,1,19,17,イソマルトデキストリン（食物繊維）,低温製法米のおいしいごはん　ヘルシーごはん
ING-0404,乳酸菌CP1563株由来の10-ヒドロキシオクタデカン酸 (10-HOA),乳酸菌・プロバイオティクス,体脂肪,Body Fat,体脂肪,1,19,17,殺菌乳酸菌粉末,「おなかサイズ」
ING-0598,微細藻類由来フコキサンチン,フコキサンチン,体脂肪,Body Fat,体脂肪,1,19,17,微細藻類抽出物（フコキサンチン）,フコキサンノールＤ
ING-0440,ターミナリアべリリカ由来没食子酸,ターミナリアべリリカ没食子酸,血糖値|中性脂肪,Blood Sugar|Triglycerides,血糖调节|甘油三酯,1,19,17,ターミナリアべリリカエキス末、ブラックジンジャーエキス末（ブラックジンジャーエキス、デキストリン）、バナバ葉エキス末,カロリーポン　ｃ
ING-0416,松樹皮由来プロシアニジンB1,りんご,血糖値|中性脂肪|体脂肪|睡眠|疲労感|肌の健康|血流|血管の健康,Blood Sugar|Triglycerides|Body Fat|Sleep Quality|Anti-Fatigue|Skin Health|Blood Circulation|Vascular Health,血糖调节|甘油三酯|体脂肪|睡眠质量|抗疲劳|皮肤健康|血液循环|血管健康,1,19,17,インドマンゴスチン抽出物、ターミナリアベリリカ抽出物、松樹皮抽出物,ラバ　キュットダウンα
ING-0517,ルテイン・ゼアキサンチン・アスタキサンチン,ルテイン,疲労感|目の健康,Anti-Fatigue|Eye Health,抗疲劳|眼部健康,1,19,17,マリーゴールド色素、ヘマトコッカス藻色素,シャンソン　アイケアプラス
ING-0513,ブラックジンジャー由来 ポリメトキシフラボン,ブラックジンジャー ポリメトキ,血糖値|中性脂肪,Blood Sugar|Triglycerides,血糖调节|甘油三酯,1,19,17,ターミナリアべリリカエキス末、バナバ葉エキス末、ブラックジンジャーエキス末（ブラックジンジャーエキス、デキストリン）,カロリーポンｂ
ING-0471,オオバナサルスベリ葉由来コロソリン酸,オオバナサルスベリ葉コロソリン,関節|筋肉,Joint Health|Muscle Health,关节健康|肌肉健康,1,19,17,オオバナサルスベリ葉抽出物,オオバナサルスベリタブレットＬ
ING-0558,紅麹ポリケチド・りんご由来プロシアニジン,りんご,コレステロール,Cholesterol,胆固醇,1,19,17,紅麹粉末、りんごエキス,コレステサポート
ING-0645,びわ葉混合発酵茶葉由来ガレート型カテキン類 びわ葉混合発酵茶葉由来カテキン重合ポリフェノール,緑茶カテキン,体脂肪,Body Fat,体脂肪,1,19,17,びわ葉混合発酵茶末（茶葉、びわ葉）,びわの葉入り　まるごと発酵茶
ING-0522,じゃがいも由来グルコシルセラミド,セラミド,肌の健康,Skin Health,皮肤健康,1,19,17,ポテトセラミド抽出物,ＰｏｔｅＣｅｒａ（ポテセラ）
ING-0457,はなびらたけ由来トレハロース,はなびらたけトレハロース,疲労感,Anti-Fatigue,抗疲劳,1,19,17,はなびらたけ粉末（国内製造）,ＥＳＴＲＯＲＩＣＨ．ＰＵＲＥ（エストロリッチピュア）
ING-0539,ブラックジンジャー由来ポリメトキシフラボン サラシア由来サラシノール,ブラックジンジャーポリメトキシ,血糖値|体脂肪,Blood Sugar|Body Fat,血糖调节|体脂肪,1,19,17,"ブラックジンジャー抽出物
サラシア抽出物",機能性表示食品ブラックジンジャーサラシア
ING-0415,モロオレンジ由来アントシアニン,ブルーベリー,体脂肪,Body Fat,体脂肪,1,19,17,モロオレンジエキス末,モロシル
ING-0657,寒天由来ガラクタン(食物繊維),食物繊維,腸内環境,Gut Health,肠道健康,1,19,17,海藻（紅藻類）,スープ用糸寒天
ING-0422,ミカン混合発酵茶葉由来ヘスペリジン,ミカン混合発酵茶葉ヘスペリジン,睡眠|疲労感|肌の健康|血流,Sleep Quality|Anti-Fatigue|Skin Health|Blood Circulation,睡眠质量|抗疲劳|皮肤健康|血液循环,1,19,17,ミカン混合発酵茶末(茶葉、青ミカン),野菜タブレット
ING-0462,p-クマル酸およびフェルラ酸,p-クマル酸およびフェルラ酸,認知機能|筋肉,Cognitive Function|Muscle Health,认知功能|肌肉健康,1,19,17,サトウキビクキエキス,さとうきびの記憶
ING-0541,オレアノール酸,オレアノール酸,体脂肪,Body Fat,体脂肪,1,19,17,オリーブ葉抽出物,オレアビータ
ING-0557,プラズマ乳酸菌 葛の花由来イソフラボン,乳酸菌・プロバイオティクス,体脂肪|免疫,Body Fat|Immunity,体脂肪|免疫力,1,19,17,"乳酸菌殺菌乾燥粉末
葛の花抽出粉末",キリン　ｉＭＵＳＥ（イミューズ）　免疫ケア・内臓脂肪ダウン
ING-0423,オーランチオキトリウム由来n-6 DPA,オーランチオキトリウムn-6,血圧,Blood Pressure,血压,1,19,17,微細藻オーランチオキトリウム乾燥粉末 (国内製造),ｍｍＨｇ　ＤＰＡ／ＤＨＡ（ミリメートルエイチジー　ディーピーエー・ディーエイチエー）
ING-0433,クリルオイル由来DHA,魚油（DHA・EPA）,肌の健康,Skin Health,皮肤健康,1,19,17,クリルオイル (オキアミ抽出物),肌のサポート　クリルオイル
ING-0417,松樹皮由来プロシアニジンB3,りんご,血糖値|中性脂肪|体脂肪|睡眠|疲労感|肌の健康|血流|血管の健康,Blood Sugar|Triglycerides|Body Fat|Sleep Quality|Anti-Fatigue|Skin Health|Blood Circulation|Vascular Health,血糖调节|甘油三酯|体脂肪|睡眠质量|抗疲劳|皮肤健康|血液循环|血管健康,1,19,17,インドマンゴスチン抽出物、ターミナリアベリリカ抽出物、松樹皮抽出物,ラバ　キュットダウンα
