ingredient_name,ingredient_id,base_category,function_id,function_tag_jp,function_tag_en,function_tag_cn,product_count_pair,product_count_ingredient,popularity_score,recommendation_score
熟成ホップ由来苦味酸,ING-0277,熟成ホップ苦味酸,F07,認知機能,Cognitive Function,认知功能,2,3,30,31
熟成ホップ由来苦味酸,ING-0277,熟成ホップ苦味酸,F08,集中力,Concentration,专注力,2,3,30,31
ビルベリー由来アントシアニン ルテイン,ING-0363,ルテイン,F11,疲労感,Anti-Fatigue,抗疲劳,2,2,30,27
ビルベリー由来アントシアニン ルテイン,ING-0363,ルテイン,F14,目の健康,Eye Health,眼部健康,2,2,30,27
サケ鼻軟骨由来プロテオグリカン・非変性II型コラーゲン,ING-0364,コラーゲン,F12,骨の健康,Bone Health,骨骼健康,2,2,30,27
サケ鼻軟骨由来プロテオグリカン・非変性II型コラーゲン,ING-0364,コラーゲン,F13,関節,Joint Health,关节健康,2,2,30,27
カカオフラバノール,ING-0365,カカオフラバノール,F03,血圧,Blood Pressure,血压,2,2,30,27
カカオフラバノール,ING-0365,カカオフラバノール,F20,血流,Blood Circulation,血液循环,2,2,30,27
MBP(乳塩基性タンパク質),ING-0366,MBP(乳塩基性タンパク質),F12,骨の健康,Bone Health,骨骼健康,2,2,30,27
乳糖果糖オリゴ糖,ING-0238,乳糖果糖オリゴ糖,F12,骨の健康,Bone Health,骨骼健康,2,4,30,34
イチョウ葉由来フラボノイド配糖体及びイチョウ葉由来テルペンラクトン,ING-0052,イチョウ葉,F15,肌の健康,Skin Health,皮肤健康,2,39,30,64
サフラン由来クロシン,ING-0105,サフランクロシン,F08,集中力,Concentration,专注力,2,14,30,50
サフラン由来サフラナール,ING-0133,サフランサフラナール,F08,集中力,Concentration,专注力,2,10,30,46
γ-オリザノール,ING-0136,γ-オリザノール,F03,血圧,Blood Pressure,血压,2,10,30,46
乳酸菌Lactiplantibacillus plantarum SN13T株,ING-0367,乳酸菌・プロバイオティクス,F01,腸内環境,Gut Health,肠道健康,2,2,30,27
5-アミノレブリン酸リン酸塩 ブラックジンジャー由来ポリメトキシフラボン,ING-0368,5-アミノレブリン酸リン酸塩,F02,血糖値,Blood Sugar,血糖调节,2,2,30,27
5-アミノレブリン酸リン酸塩 ブラックジンジャー由来ポリメトキシフラボン,ING-0368,5-アミノレブリン酸リン酸塩,F05,体脂肪,Body Fat,体脂肪,2,2,30,27
ロスマリン酸,ING-0151,ローズマリー由来成分,F26,アレルギー,Allergy Relief,抗过敏,2,7,30,41
デルフィニジン 3,ING-0369,デルフィニジン 3,F11,疲労感,Anti-Fatigue,抗疲劳,2,2,30,27
デルフィニジン 3,ING-0369,デルフィニジン 3,F14,目の健康,Eye Health,眼部健康,2,2,30,27
デルフィニジン 3,ING-0369,デルフィニジン 3,F15,肌の健康,Skin Health,皮肤健康,2,2,30,27
ガレート型カテキン,ING-0048,緑茶カテキン,F22,尿酸値,Uric Acid,尿酸水平,2,44,30,65
GABA こんにゃく由来グルコシルセラミド,ING-0370,GABA,F09,睡眠,Sleep Quality,睡眠质量,2,2,30,27
GABA こんにゃく由来グルコシルセラミド,ING-0370,GABA,F14,目の健康,Eye Health,眼部健康,2,2,30,27
GABA こんにゃく由来グルコシルセラミド,ING-0370,GABA,F15,肌の健康,Skin Health,皮肤健康,2,2,30,27
桑の葉由来イミノシュガー,ING-0054,桑の葉イミノシュガー,F03,血圧,Blood Pressure,血压,2,37,30,62
桑の葉由来イミノシュガー,ING-0054,桑の葉イミノシュガー,F10,リラックス,Stress Relief,放松减压,2,37,30,62
桑の葉由来イミノシュガー,ING-0054,桑の葉イミノシュガー,F11,疲労感,Anti-Fatigue,抗疲劳,2,37,30,62
茶カテキン(ガレート型カテキン),ING-0372,緑茶カテキン,F05,体脂肪,Body Fat,体脂肪,2,2,30,27
茶カテキン(ガレート型カテキン),ING-0372,緑茶カテキン,F15,肌の健康,Skin Health,皮肤健康,2,2,30,27
茶カテキン(ガレート型カテキン),ING-0372,緑茶カテキン,F20,血流,Blood Circulation,血液循环,2,2,30,27
GABA(γ-アミノ酪酸),ING-0181,GABA,F10,リラックス,Stress Relief,放松减压,2,6,30,39
GABA(γ-アミノ酪酸),ING-0181,GABA,F11,疲労感,Anti-Fatigue,抗疲劳,2,6,30,39
DHA・EPA(クリルオイル由来),ING-0373,魚油（DHA・EPA）,F07,認知機能,Cognitive Function,认知功能,2,2,30,27
DHA・EPA(クリルオイル由来),ING-0373,魚油（DHA・EPA）,F08,集中力,Concentration,专注力,2,2,30,27
HMBカルシウム(カルシウム ビス-3-ヒドロキシ-3-メチルブチレートモノハイドレート),ING-0178,カルシウム,F05,体脂肪,Body Fat,体脂肪,2,6,30,39
納豆菌由来ナットウキナーゼ,ING-0078,ナットウキナーゼ,F10,リラックス,Stress Relief,放松减压,2,22,30,56
豚由来コラーゲンペプチド,ING-0251,コラーゲン,F14,目の健康,Eye Health,眼部健康,2,3,30,31
豚由来コラーゲンペプチド,ING-0251,コラーゲン,F17,抗酸化,Antioxidant,抗氧化,2,3,30,31
赤パプリカ由来キサントフィル,ING-0149,赤パプリカキサントフィル,F11,疲労感,Anti-Fatigue,抗疲劳,2,8,30,43
赤パプリカ由来キサントフィル,ING-0149,赤パプリカキサントフィル,F19,筋肉,Muscle Health,肌肉健康,2,8,30,43
EPA・DHA,ING-0053,魚油（DHA・EPA）,F08,集中力,Concentration,专注力,2,38,30,63
コーヒー由来クロロゲン酸類,ING-0091,コーヒー由来成分,F10,リラックス,Stress Relief,放松减压,2,17,30,52
コーヒー由来クロロゲン酸類,ING-0091,コーヒー由来成分,F11,疲労感,Anti-Fatigue,抗疲劳,2,17,30,52
魚由来低分子コラーゲンペプチド,ING-0374,コラーゲン,F15,肌の健康,Skin Health,皮肤健康,2,2,30,27
アロエ由来ロフェノール,ING-0375,アロエロフェノール,F15,肌の健康,Skin Health,皮肤健康,2,2,30,27
アロエ由来シクロアルタノール,ING-0376,アロエシクロアルタノール,F15,肌の健康,Skin Health,皮肤健康,2,2,30,27
EPA,ING-0043,魚油（DHA・EPA）,F20,血流,Blood Circulation,血液循环,2,49,30,67
イチョウ葉由来フラボノイド配糖体及びイチョウ葉由来テルペンラクトン,ING-0052,イチョウ葉,F10,リラックス,Stress Relief,放松减压,2,39,30,64
ルテイン,ING-0002,ルテイン,F04,中性脂肪,Triglycerides,甘油三酯,2,254,30,72
ゼアキサンチン,ING-0007,ルテイン,F20,血流,Blood Circulation,血液循环,2,151,30,72
ラフマ由来ヒペロシド・ラフマ由来イソクエルシトリン,ING-0377,ラフマヒペロシド・ラフマイソク,F09,睡眠,Sleep Quality,睡眠质量,2,2,30,27
ルテイン・ゼアキサンチン,ING-0024,ルテイン,F20,血流,Blood Circulation,血液循环,2,68,30,71
ラクトトリペプチド,ING-0378,ラクトトリペプチド,F03,血圧,Blood Pressure,血压,2,2,30,27
ラクトトリペプチド,ING-0378,ラクトトリペプチド,F27,血管の健康,Vascular Health,血管健康,2,2,30,27
プーアール茶由来没食子酸,ING-0138,プーアール茶没食子酸,F02,血糖値,Blood Sugar,血糖调节,2,10,30,46
L-オルニチン一塩酸塩・クロセチン,ING-0379,L-オルニチン一塩酸塩・クロセ,F09,睡眠,Sleep Quality,睡眠质量,2,2,30,27
L-オルニチン一塩酸塩・クロセチン,ING-0379,L-オルニチン一塩酸塩・クロセ,F11,疲労感,Anti-Fatigue,抗疲劳,2,2,30,27
L-オルニチン一塩酸塩・クロセチン,ING-0379,L-オルニチン一塩酸塩・クロセ,F14,目の健康,Eye Health,眼部健康,2,2,30,27
デルフィニジン3,ING-0380,デルフィニジン3,F11,疲労感,Anti-Fatigue,抗疲劳,2,2,30,27
デルフィニジン3,ING-0380,デルフィニジン3,F14,目の健康,Eye Health,眼部健康,2,2,30,27
デルフィニジン3,ING-0380,デルフィニジン3,F15,肌の健康,Skin Health,皮肤健康,2,2,30,27
ビルベリー由来アントシアニン,ING-0031,ブルーベリー,F20,血流,Blood Circulation,血液循环,2,61,30,70
N-アセチルグルコサミン,ING-0013,グルコサミン,F05,体脂肪,Body Fat,体脂肪,2,94,30,72
βラクトリン,ING-0383,βラクトリン,F07,認知機能,Cognitive Function,认知功能,2,2,30,27
YN-1(イソエポキシプテリキシン),ING-0384,YN-1(イソエポキシプテリキ,F02,血糖値,Blood Sugar,血糖调节,2,2,30,27
YN-1(イソエポキシプテリキシン),ING-0384,YN-1(イソエポキシプテリキ,F03,血圧,Blood Pressure,血压,2,2,30,27
イソプテリキシン,ING-0385,イソプテリキシン,F02,血糖値,Blood Sugar,血糖调节,2,2,30,27
イソプテリキシン,ING-0385,イソプテリキシン,F03,血圧,Blood Pressure,血压,2,2,30,27
アンセリン,ING-0068,アンセリン,F07,認知機能,Cognitive Function,认知功能,2,27,30,58
アンセリン,ING-0068,アンセリン,F11,疲労感,Anti-Fatigue,抗疲劳,2,27,30,58
カルノシン,ING-0386,カルノシン,F07,認知機能,Cognitive Function,认知功能,2,2,30,27
菊の花由来ルテオリン,ING-0387,菊の花ルテオリン,F22,尿酸値,Uric Acid,尿酸水平,2,2,30,27
難消化性デキストリン GABA,ING-0388,食物繊維,F01,腸内環境,Gut Health,肠道健康,2,2,30,27
難消化性デキストリン GABA,ING-0388,食物繊維,F02,血糖値,Blood Sugar,血糖调节,2,2,30,27
難消化性デキストリン GABA,ING-0388,食物繊維,F03,血圧,Blood Pressure,血压,2,2,30,27
難消化性デキストリン GABA,ING-0388,食物繊維,F04,中性脂肪,Triglycerides,甘油三酯,2,2,30,27
5-アミノレブリン酸リン酸塩,ING-0093,5-アミノレブリン酸リン酸塩,F09,睡眠,Sleep Quality,睡眠质量,2,17,30,52
アスタキサンチン・ルテイン・ゼアキサンチン,ING-0389,ルテイン,F11,疲労感,Anti-Fatigue,抗疲劳,2,2,30,27
アスタキサンチン・ルテイン・ゼアキサンチン,ING-0389,ルテイン,F14,目の健康,Eye Health,眼部健康,2,2,30,27
ドコサヘキサエン酸,ING-0390,ドコサヘキサエン酸,F04,中性脂肪,Triglycerides,甘油三酯,2,2,30,27
エイコサペンタエン酸,ING-0391,エイコサペンタエン酸,F04,中性脂肪,Triglycerides,甘油三酯,2,2,30,27
アスタキサンチン パイナップル由来グルコシルセラミド,ING-0392,セラミド,F14,目の健康,Eye Health,眼部健康,2,2,30,27
アスタキサンチン パイナップル由来グルコシルセラミド,ING-0392,セラミド,F15,肌の健康,Skin Health,皮肤健康,2,2,30,27
サケ鼻軟骨由来プロテオグリカン サケ鼻軟骨由来II型コラーゲン,ING-0393,コラーゲン,F12,骨の健康,Bone Health,骨骼健康,2,2,30,27
サケ鼻軟骨由来プロテオグリカン サケ鼻軟骨由来II型コラーゲン,ING-0393,コラーゲン,F13,関節,Joint Health,关节健康,2,2,30,27
桑の葉イミノシュガー・キトサン・茶花サポニン,ING-0394,桑の葉イミノシュガー・キトサン,F02,血糖値,Blood Sugar,血糖调节,2,2,30,27
桑の葉イミノシュガー・キトサン・茶花サポニン,ING-0394,桑の葉イミノシュガー・キトサン,F04,中性脂肪,Triglycerides,甘油三酯,2,2,30,27
菊の花エキス由来ルテオリン,ING-0395,菊の花エキスルテオリン,F22,尿酸値,Uric Acid,尿酸水平,2,2,30,27
モモ由来グルコシルセラミド,ING-0396,セラミド,F15,肌の健康,Skin Health,皮肤健康,2,2,30,27
大豆イソフラボン,ING-0023,大豆イソフラボン,F18,更年期,Menopause,更年期,2,68,30,71
5-アミノレブリン酸リン酸塩,ING-0093,5-アミノレブリン酸リン酸塩,F19,筋肉,Muscle Health,肌肉健康,2,17,30,52
モノグルコシルルチン,ING-0112,モノグルコシルルチン,F01,腸内環境,Gut Health,肠道健康,2,12,30,48
タヒボ由来ポリフェノール,ING-0397,ブドウ由来成分,F11,疲労感,Anti-Fatigue,抗疲劳,2,2,30,27
ルテインエステル,ING-0398,ルテイン,F14,目の健康,Eye Health,眼部健康,2,2,30,27
蒟蒻由来グルコシルセラミド,ING-0399,セラミド,F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
ロスマリン酸・ホーリーバジル由来フラボノイド類,ING-0400,ローズマリー由来成分,F10,リラックス,Stress Relief,放松减压,1,1,19,17
環状デキストラン及び直鎖デキストラン (食物繊維),ING-0401,食物繊維,F23,口腔ケア,Oral Health,口腔健康,1,1,19,17
セイタカミロバラン果実由来没食子酸,ING-0103,セイタカミロバラン果実没食子酸,F22,尿酸値,Uric Acid,尿酸水平,1,14,19,45
ケルセチン配糖体,ING-0141,ケルセチン,F01,腸内環境,Gut Health,肠道健康,1,9,19,39
ケルセチン配糖体,ING-0141,ケルセチン,F05,体脂肪,Body Fat,体脂肪,1,9,19,39
乳酸菌K-1,ING-0291,乳酸菌・プロバイオティクス,F01,腸内環境,Gut Health,肠道健康,1,2,19,23
CRL1505乳酸菌,ING-0244,乳酸菌・プロバイオティクス,F09,睡眠,Sleep Quality,睡眠质量,1,3,19,27
CRL1505乳酸菌,ING-0244,乳酸菌・プロバイオティクス,F10,リラックス,Stress Relief,放松减压,1,3,19,27
CRL1505乳酸菌,ING-0244,乳酸菌・プロバイオティクス,F11,疲労感,Anti-Fatigue,抗疲劳,1,3,19,27
CRL1505乳酸菌,ING-0244,乳酸菌・プロバイオティクス,F14,目の健康,Eye Health,眼部健康,1,3,19,27
ヤナギラン由来エノテインB,ING-0402,ヤナギランエノテインB,F09,睡眠,Sleep Quality,睡眠质量,1,1,19,17
コクム由来ガルシノール,ING-0403,コクムガルシノール,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
乳酸菌CP1563株由来の10-ヒドロキシオクタデカン酸 (10-HOA),ING-0404,乳酸菌・プロバイオティクス,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
L-92乳酸菌,ING-0104,乳酸菌・プロバイオティクス,F26,アレルギー,Allergy Relief,抗过敏,1,14,19,45
ロイシン40%配合必須アミノ酸 [ロイシン、リジン、バリン、イソロイシン、スレオニン、フェニルアラニン、メチオニン、ヒスチジン、トリプトファン],ING-0405,ロイシン40%配合必須アミノ酸,F19,筋肉,Muscle Health,肌肉健康,1,1,19,17
N-アセチルグルコサミン,ING-0013,グルコサミン,F07,認知機能,Cognitive Function,认知功能,1,94,19,68
清酒酵母GSP6,ING-0406,清酒酵母GSP6,F09,睡眠,Sleep Quality,睡眠质量,1,1,19,17
ボタンボウフウ由来プテリキシン,ING-0297,ボタンボウフウプテリキシン,F02,血糖値,Blood Sugar,血糖调节,1,2,19,23
ショウガポリフェノール (6-ジンゲロール、6-ショウガオール),ING-0216,ブドウ由来成分,F04,中性脂肪,Triglycerides,甘油三酯,1,4,19,30
ショウガポリフェノール (6-ジンゲロール、6-ショウガオール),ING-0216,ブドウ由来成分,F05,体脂肪,Body Fat,体脂肪,1,4,19,30
ショウガポリフェノール (6-ジンゲロール、6-ショウガオール),ING-0216,ブドウ由来成分,F06,コレステロール,Cholesterol,胆固醇,1,4,19,30
ショウガポリフェノール (6-ジンゲロール、6-ショウガオール),ING-0216,ブドウ由来成分,F17,抗酸化,Antioxidant,抗氧化,1,4,19,30
クロロゲン酸,ING-0131,コーヒー由来成分,F01,腸内環境,Gut Health,肠道健康,1,10,19,41
クロロゲン酸,ING-0131,コーヒー由来成分,F09,睡眠,Sleep Quality,睡眠质量,1,10,19,41
クロロゲン酸,ING-0131,コーヒー由来成分,F11,疲労感,Anti-Fatigue,抗疲劳,1,10,19,41
日向夏由来アラビノガラクタン,ING-0407,日向夏アラビノガラクタン,F12,骨の健康,Bone Health,骨骼健康,1,1,19,17
NMN (β-ニコチンアミドモノヌクレオチド),ING-0167,NMN (β-ニコチンアミドモ,F01,腸内環境,Gut Health,肠道健康,1,6,19,35
NMN (β-ニコチンアミドモノヌクレオチド),ING-0167,NMN (β-ニコチンアミドモ,F04,中性脂肪,Triglycerides,甘油三酯,1,6,19,35
NMN (β-ニコチンアミドモノヌクレオチド),ING-0167,NMN (β-ニコチンアミドモ,F05,体脂肪,Body Fat,体脂肪,1,6,19,35
GABA (ギャバ),ING-0298,GABA,F09,睡眠,Sleep Quality,睡眠质量,1,2,19,23
GABA (ギャバ),ING-0298,GABA,F15,肌の健康,Skin Health,皮肤健康,1,2,19,23
「L-92乳酸菌」,ING-0408,乳酸菌・プロバイオティクス,F10,リラックス,Stress Relief,放松减压,1,1,19,17
「L-92乳酸菌」,ING-0408,乳酸菌・プロバイオティクス,F11,疲労感,Anti-Fatigue,抗疲劳,1,1,19,17
「L-92乳酸菌」,ING-0408,乳酸菌・プロバイオティクス,F16,免疫,Immunity,免疫力,1,1,19,17
「L-92乳酸菌」,ING-0408,乳酸菌・プロバイオティクス,F26,アレルギー,Allergy Relief,抗过敏,1,1,19,17
中鎖脂肪酸 (オクタン酸、デカン酸),ING-0162,中鎖脂肪酸 (オクタン酸、デカ,F11,疲労感,Anti-Fatigue,抗疲劳,1,6,19,35
中鎖脂肪酸 (オクタン酸、デカン酸),ING-0162,中鎖脂肪酸 (オクタン酸、デカ,F19,筋肉,Muscle Health,肌肉健康,1,6,19,35
イクラオイル由来DHA-PC,ING-0409,魚油（DHA・EPA）,F07,認知機能,Cognitive Function,认知功能,1,1,19,17
イクラオイル由来DHA-PC,ING-0409,魚油（DHA・EPA）,F08,集中力,Concentration,专注力,1,1,19,17
MBP (乳塩基性タンパク質),ING-0412,MBP (乳塩基性タンパク質),F12,骨の健康,Bone Health,骨骼健康,1,1,19,17
りんご由来プロシアニジン,ING-0067,りんご,F10,リラックス,Stress Relief,放松减压,1,27,19,54
トウビシ果皮由来ポリフェノール,ING-0152,ブドウ由来成分,F03,血圧,Blood Pressure,血压,1,7,19,36
トウビシ果皮由来ポリフェノール,ING-0152,ブドウ由来成分,F19,筋肉,Muscle Health,肌肉健康,1,7,19,36
L. bulgaricus OLL1073R-1およびS. thermophilus OLS3059,ING-0413,L. bulgaricus O,F16,免疫,Immunity,免疫力,1,1,19,17
ジヒドロカプシエイト,ING-0247,ジヒドロカプシエイト,F15,肌の健康,Skin Health,皮肤健康,1,3,19,27
ビサクロン,ING-0302,ビサクロン,F05,体脂肪,Body Fat,体脂肪,1,2,19,23
ブラックジンジャー由来ポリメトキシフラボン,ING-0003,ブラックジンジャーポリメトキシ,F21,肝機能,Liver Health,肝脏健康,1,249,19,68
エピガロカテキンガレート,ING-0057,緑茶カテキン,F14,目の健康,Eye Health,眼部健康,1,35,19,57
納豆菌由来ナットウキナーゼ,ING-0078,ナットウキナーゼ,F06,コレステロール,Cholesterol,胆固醇,1,22,19,51
納豆菌由来ナットウキナーゼ,ING-0078,ナットウキナーゼ,F17,抗酸化,Antioxidant,抗氧化,1,22,19,51
甘草由来グリアスペリンB,ING-0414,甘草グリアスペリンB,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
モロオレンジ由来アントシアニン,ING-0415,ブルーベリー,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
インドマンゴスチン由来ガルシノール,ING-0085,インドマンゴスチンガルシノール,F02,血糖値,Blood Sugar,血糖调节,1,19,19,50
インドマンゴスチン由来ガルシノール,ING-0085,インドマンゴスチンガルシノール,F04,中性脂肪,Triglycerides,甘油三酯,1,19,19,50
インドマンゴスチン由来ガルシノール,ING-0085,インドマンゴスチンガルシノール,F15,肌の健康,Skin Health,皮肤健康,1,19,19,50
インドマンゴスチン由来ガルシノール,ING-0085,インドマンゴスチンガルシノール,F20,血流,Blood Circulation,血液循环,1,19,19,50
インドマンゴスチン由来ガルシノール,ING-0085,インドマンゴスチンガルシノール,F27,血管の健康,Vascular Health,血管健康,1,19,19,50
ターミナリアベリリカ由来没食子酸,ING-0021,ターミナリアベリリカ没食子酸,F09,睡眠,Sleep Quality,睡眠质量,1,72,19,68
ターミナリアベリリカ由来没食子酸,ING-0021,ターミナリアベリリカ没食子酸,F15,肌の健康,Skin Health,皮肤健康,1,72,19,68
ターミナリアベリリカ由来没食子酸,ING-0021,ターミナリアベリリカ没食子酸,F20,血流,Blood Circulation,血液循环,1,72,19,68
松樹皮由来プロシアニジンB1,ING-0416,りんご,F02,血糖値,Blood Sugar,血糖调节,1,1,19,17
松樹皮由来プロシアニジンB1,ING-0416,りんご,F04,中性脂肪,Triglycerides,甘油三酯,1,1,19,17
松樹皮由来プロシアニジンB1,ING-0416,りんご,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
松樹皮由来プロシアニジンB1,ING-0416,りんご,F09,睡眠,Sleep Quality,睡眠质量,1,1,19,17
松樹皮由来プロシアニジンB1,ING-0416,りんご,F11,疲労感,Anti-Fatigue,抗疲劳,1,1,19,17
松樹皮由来プロシアニジンB1,ING-0416,りんご,F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
松樹皮由来プロシアニジンB1,ING-0416,りんご,F20,血流,Blood Circulation,血液循环,1,1,19,17
松樹皮由来プロシアニジンB1,ING-0416,りんご,F27,血管の健康,Vascular Health,血管健康,1,1,19,17
松樹皮由来プロシアニジンB3,ING-0417,りんご,F02,血糖値,Blood Sugar,血糖调节,1,1,19,17
松樹皮由来プロシアニジンB3,ING-0417,りんご,F04,中性脂肪,Triglycerides,甘油三酯,1,1,19,17
松樹皮由来プロシアニジンB3,ING-0417,りんご,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
松樹皮由来プロシアニジンB3,ING-0417,りんご,F09,睡眠,Sleep Quality,睡眠质量,1,1,19,17
松樹皮由来プロシアニジンB3,ING-0417,りんご,F11,疲労感,Anti-Fatigue,抗疲劳,1,1,19,17
松樹皮由来プロシアニジンB3,ING-0417,りんご,F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
松樹皮由来プロシアニジンB3,ING-0417,りんご,F20,血流,Blood Circulation,血液循环,1,1,19,17
松樹皮由来プロシアニジンB3,ING-0417,りんご,F27,血管の健康,Vascular Health,血管健康,1,1,19,17
メリンジョ種子エキス (指標成分: グネチンC、グネモノシドA、グネモノシドD),ING-0418,メリンジョ種子エキス (指標成,F22,尿酸値,Uric Acid,尿酸水平,1,1,19,17
ビフィズス菌 BE80,ING-0419,乳酸菌・プロバイオティクス,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
乳由来スフィンゴミエリン,ING-0420,乳スフィンゴミエリン,F19,筋肉,Muscle Health,肌肉健康,1,1,19,17
KW乳酸菌,ING-0306,乳酸菌・プロバイオティクス,F26,アレルギー,Allergy Relief,抗过敏,1,2,19,23
豚プラセンタ由来ペプチド (グリシン-ロイシン、ロイシン-グリシン),ING-0307,プラセンタ,F11,疲労感,Anti-Fatigue,抗疲劳,1,2,19,23
チャカサポニン,ING-0050,チャカサポニン,F06,コレステロール,Cholesterol,胆固醇,1,41,19,60
3- (4-ヒドロキシ-3-メトキシフェニル) プロピオン酸,ING-0046,3- (4-ヒドロキシ-3-メ,F09,睡眠,Sleep Quality,睡眠质量,1,45,19,61
3- (4-ヒドロキシ-3-メトキシフェニル) プロピオン酸,ING-0046,3- (4-ヒドロキシ-3-メ,F14,目の健康,Eye Health,眼部健康,1,45,19,61
メロン由来SOD (スーパーオキシドジスムターゼ),ING-0421,メロンSOD (スーパーオキシ,F10,リラックス,Stress Relief,放松减压,1,1,19,17
メロン由来SOD (スーパーオキシドジスムターゼ),ING-0421,メロンSOD (スーパーオキシ,F11,疲労感,Anti-Fatigue,抗疲劳,1,1,19,17
メロン由来SOD (スーパーオキシドジスムターゼ),ING-0421,メロンSOD (スーパーオキシ,F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
N-アセチルマンノサミン,ING-0308,N-アセチルマンノサミン,F07,認知機能,Cognitive Function,认知功能,1,2,19,23
N-アセチルマンノサミン,ING-0308,N-アセチルマンノサミン,F08,集中力,Concentration,专注力,1,2,19,23
N-アセチルマンノサミン,ING-0308,N-アセチルマンノサミン,F11,疲労感,Anti-Fatigue,抗疲劳,1,2,19,23
ガセリ菌CP2305株,ING-0114,ガセリ菌CP2305株,F11,疲労感,Anti-Fatigue,抗疲劳,1,12,19,44
ガセリ菌CP2305株,ING-0114,ガセリ菌CP2305株,F28,妊活・妊娠期,Pregnancy Support,备孕,1,12,19,44
ロダンテノンB,ING-0080,ロダンテノンB,F06,コレステロール,Cholesterol,胆固醇,1,20,19,50
ミカン混合発酵茶葉由来ヘスペリジン,ING-0422,ミカン混合発酵茶葉ヘスペリジン,F09,睡眠,Sleep Quality,睡眠质量,1,1,19,17
ミカン混合発酵茶葉由来ヘスペリジン,ING-0422,ミカン混合発酵茶葉ヘスペリジン,F11,疲労感,Anti-Fatigue,抗疲劳,1,1,19,17
ミカン混合発酵茶葉由来ヘスペリジン,ING-0422,ミカン混合発酵茶葉ヘスペリジン,F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
ミカン混合発酵茶葉由来ヘスペリジン,ING-0422,ミカン混合発酵茶葉ヘスペリジン,F20,血流,Blood Circulation,血液循环,1,1,19,17
オーランチオキトリウム由来n-6 DPA,ING-0423,オーランチオキトリウムn-6,F03,血圧,Blood Pressure,血压,1,1,19,17
オーランチオキトリウム由来DHA,ING-0189,魚油（DHA・EPA）,F03,血圧,Blood Pressure,血压,1,5,19,33
松樹皮由来プロシアニジンB1及びB3,ING-0070,りんご,F09,睡眠,Sleep Quality,睡眠质量,1,25,19,53
松樹皮由来プロシアニジンB1及びB3,ING-0070,りんご,F10,リラックス,Stress Relief,放松减压,1,25,19,53
松樹皮由来プロシアニジンB1及びB3,ING-0070,りんご,F11,疲労感,Anti-Fatigue,抗疲劳,1,25,19,53
松樹皮由来プロシアニジンB1及びB3,ING-0070,りんご,F14,目の健康,Eye Health,眼部健康,1,25,19,53
松樹皮由来プロシアニジンB1及びB3,ING-0070,りんご,F17,抗酸化,Antioxidant,抗氧化,1,25,19,53
グアーガム分解物 (食物繊維),ING-0107,食物繊維,F07,認知機能,Cognitive Function,认知功能,1,13,19,44
酢酸菌GK-1,ING-0042,醸造酢,F17,抗酸化,Antioxidant,抗氧化,1,50,19,62
黒大豆ポリフェノール,ING-0122,大豆イソフラボン,F16,免疫,Immunity,免疫力,1,11,19,42
米由来グルコシルセラミド,ING-0051,セラミド,F28,妊活・妊娠期,Pregnancy Support,备孕,1,40,19,59
α-リノレン酸,ING-0061,α-リノレン酸,F05,体脂肪,Body Fat,体脂肪,1,33,19,57
ジヒドロカプシエイト,ING-0247,ジヒドロカプシエイト,F06,コレステロール,Cholesterol,胆固醇,1,3,19,27
カカオポリフェノール,ING-0312,ブドウ由来成分,F03,血圧,Blood Pressure,血压,1,2,19,23
パルミトレイン酸,ING-0424,パルミトレイン酸,F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
α-シクロデキストリン,ING-0223,α-シクロデキストリン,F02,血糖値,Blood Sugar,血糖调节,1,4,19,30
大豆イソフラボン,ING-0023,大豆イソフラボン,F28,妊活・妊娠期,Pregnancy Support,备孕,1,68,19,66
エルゴチオネイン,ING-0094,エルゴチオネイン,F15,肌の健康,Skin Health,皮肤健康,1,16,19,47
ルテオリン,ING-0039,ルテオリン,F09,睡眠,Sleep Quality,睡眠质量,1,53,19,63
プラズマ乳酸菌,ING-0017,乳酸菌・プロバイオティクス,F15,肌の健康,Skin Health,皮肤健康,1,75,19,68
米由来グルコシルセラミド,ING-0051,セラミド,F16,免疫,Immunity,免疫力,1,40,19,59
オニマツ樹皮由来プロシアニジンB1及びB3,ING-0425,りんご,F06,コレステロール,Cholesterol,胆固醇,1,1,19,17
ホトリエノール,ING-0426,ホトリエノール,F09,睡眠,Sleep Quality,睡眠质量,1,1,19,17
ホトリエノール,ING-0426,ホトリエノール,F14,目の健康,Eye Health,眼部健康,1,1,19,17
ヘスペレチン-7-グルコシド,ING-0313,ヘスペレチン-7-グルコシド,F27,血管の健康,Vascular Health,血管健康,1,2,19,23
